Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Sharepoint Specialist,Team 4 Progress Technologies,"Mumbai, Maharashtra, India",Hybrid,51-200 employees,70 on LinkedIn,2 applicants,Staffing & Recruiting 51-200 employees 70 on LinkedIn,Full-time · Entry level,"['Overall, 4-6 years experience and 2 years of migration specific experience from on-premises to Office 365 SharePoint using the tool Sharegate', 'Must have hands on experience on SharePoint On-Prem to Online Migration.', 'Must have hands on experience on using Sharegate tool for migration.', 'Perform Pre-migration analysis, configurations and prepare plan for migration', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",ASP.NETAddHigh-Level DesignAddInternet Information Services (IIS)AddLevel DesignAddModel-View-Controller (MVC)AddNon-Functional RequirementsAddOffice 365AddShareGateAddSharePointAddSharePoint AdministrationAdd
Database Engineer,LivePerson,"Barbigha, Bihar, India",On-site,"1,001-5,000 employees","1,735 on LinkedIn",1 applicant,"Computer Software 1,001-5,000 employees 1,735 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Computer ScienceAddData ModelsAddData WarehousingAddDatabase AdministrationAddDatabase DesignAddDatabase DevelopmentAddDatabase SystemsAddDatabasesAddExtract, Transform, Load (ETL)AddPerformance TuningAdd"
Executive Secretary To Managing Director,Viraj Profiles PVT,"Mumbai, Maharashtra, India",On-site,"5,001-10,000 employees","2,046 on LinkedIn",35 applicants,"Consumer Goods 5,001-10,000 employees 2,046 on LinkedIn",Full-time · Mid-Senior level,"['Monitor and track the progress of critical organizational projects, issues.Perform administrative tasks, acting as a liaison and provide support to CMD by arranging and handling meetings and events, managing critical meeting schedules, drafting agendas, compiling and recording meeting minutes.Total coordination for business related correspondence ,appointments, meetings and info flow of CMDPrioritise & flag the communication flow for effective utilisation of CMDs time.Draft Routine and regular Mails/ communications on behalf of CMD.Keep Track of ""To Do "" List and update on regular basis to CMDGather and collate data and info from internal and external sources. Flag it for CMD s consideration.Carry out screening of files/documents to ensure clarity before it is put up to CMD`s for his decision.Maintains and index the subject wise communications and close it to its logical endDraft & issues internal and external communication of CMDHands on Experience in MIS reportsAny other assignment as per Management adviseCoordinate with internal Travel desk for travel and other bookings.,This job is provided by Shine.comdocumentation, filing, scheduling, meeting facilitation, microsoft office, winning others over, travel desk, corporate liaison, it, mis, his, acting, clarity, business, drafting, screening, recording, management, australasia, communication']",Command PromptAddCommunicationAddCompany Secretarial WorkAddConfidentialityAddDiary ManagementAddExpense ReportsAddExternal CommunicationsAddInternal & External CommunicationsAddManagement Information Systems (MIS)AddTravel ArrangementsAdd
"Senior QA Automation Engineer - Cybersecurity - Noida, India","Bolster, Inc","Noida, Uttar Pradesh, India",Hybrid,11-50 employees,68 on LinkedIn,5 applicants,Computer & Network Security 11-50 employees 68 on LinkedIn,Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",API TestingAddAlgorithm DesignAddCode ReviewAddComputer EngineeringAddComputer ScienceAddPayment SystemsAddQA AutomationAddQuality AssuranceAddStripe (Software)AddTest AutomationAdd
Computer Support Specialist III - Kwajalein Atoll - 2753,RGNext,"Maharashtra, India",Full-time · Entry level,"1,001-5,000 employees",534 on LinkedIn,Null,"Defense & Space 1,001-5,000 employees 534 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AtollAddCompTIAAddCompTIA Server+AddComputer ScienceAddCybersecurityAddInformation TechnologyAddLinuxAddNaturalizationAddSTIGAddU.S. Department of DefenseAdd
Account Receivable Executive,Rapyder Cloud Solutions,"Bengaluru, Karnataka, India",On-site,201-500 employees,265 on LinkedIn,47 applicants,Information Technology & Services 201-500 employees 265 on LinkedIn,Full-time · Associate,"['Making collection calls to customer', 'Sending Invoice due date reminder to customers', 'Recording Bank entries in books and reconciling the same', 'Maintaining list of outstanding receivables', 'Supporting day to day finance function', '']",Account ManagementAddAccounts Receivable (AR)AddCommerceAddCommunicationAddFinanceAddMarketingAddSales OperationsAddSales ProcessesAddTeam LeadershipAddTeamworkAdd
Customer Success Internship in Mumbai at Faclon,Faclon Labs,"Mumbai, Maharashtra, India",On-site,51-200 employees,89 on LinkedIn,Null,Computer Software 51-200 employees 89 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '', '']",Account ManagementAddBusiness CommunicationsAddBusiness Relationship ManagementAddCommunicationAddCustomer ExperienceAddCustomer Relationship Management (CRM)AddCustomer SatisfactionAddCustomer SuccessAddCustomer SupportAddTeamworkAdd
Network Tech Support,Vipsa Talent Solutions,"Noida, Uttar Pradesh, India",Full-time · Mid-Senior level,11-50 employees,40 on LinkedIn,12 applicants,Staffing & Recruiting 11-50 employees 40 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '']",CommunicationAddEnglishAddInternet TroubleshootingAddLocal Area Network (LAN)AddNetgearAddNetworkingAddOperating SystemsAddTechnical SupportAddTroubleshootingAddWide Area Network (WAN)Add
People Manager,OLIVER Agency,"Gurgaon, Haryana, India",On-site,"1,001-5,000 employees","2,749 on LinkedIn",14 applicants,"Marketing & Advertising 1,001-5,000 employees 2,749 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '']",Attention to DetailAddBusiness Relationship ManagementAddCoachingAddCommunicationAddHR PoliciesAddMarketing AgenciesAddOnboardingAddProblem SolvingAddRecruitingAddSolverAdd
Business Analyst,StarClinch,"Delhi, Delhi, India",On-site,11-50 employees,39 on LinkedIn,136 applicants,Entertainment 11-50 employees 39 on LinkedIn,Full-time · Mid-Senior level,"['To stay updated with industry trends in business analytics.', 'Understand the communicated requirements given by the various departments.', 'Coordination with cross functional teams and interacting with them from time to time for performing requirement analysis.', 'Develop business plans and support the development of existing revenue and develop alternative paths too.', 'Evaluating business processes, anticipating requirements, to come up with areas that need improvements, and providing timely measures with effective implementation.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddAnalyticsAddBusiness ProcessAddBusiness RequirementsAddCommunicationAddData AnalyticsAddGoogle AnalyticsAddInterpersonal SkillsAddProblem SolvingAddSWOT analysisAdd
AP - Payments - Analyst,Koch Business Solutions India,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","1,574 on LinkedIn",40 applicants,"Oil & Energy 1,001-5,000 employees 1,574 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Accounts PayableAddCommunicationAddCommunication TrainingAddCritical ThinkingAddFinancial AccountingAddPTPAddPayment Card ProcessingAddRoot CauseAddStatutory Accounting Principles (SAP)AddThinking SkillsAdd
Learning Coordination Internship in Pune at Art Culturati,Art Culturati,"Pune, Maharashtra, India",On-site,2-10 employees,6 on LinkedIn,2 applicants,Entertainment 2-10 employees 6 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",CoachingAddCommunicationAddCreative WritingAddE-LearningAddInstructional DesignAddPresentationsAddTrainingAddWorkshopsAddWritingAddWritten CommunicationAdd
QA Automation Tester,Redian Software Global,"Gurgaon, Haryana, India",On-site,51-200 employees,134 on LinkedIn,23 applicants,Information Technology & Services 51-200 employees 134 on LinkedIn,Full-time · Mid-Senior level,"['Should have 5+ years of experience of Automation testing', 'Expert in test automation and should be well versed with Java and Rest ASSURED', 'Work closely with Technology partners to secure access to test environment and data and technical support Execute test conditions and maintain a record of test outputs including list of defects and actions for resolution Play a lead role in the analysis and reporting of test results, working closely with business, technology and support areas to investigate and interpret test findings.', 'Develop and extend collaborative working relationships with senior clients, technology suppliers and operational .', '', '', '', '', '', '']",Bug TrackingAddComputer ScienceAddMobile TestingAddProblem SolvingAddQuality AssuranceAddService ImprovementAddSoftware TestingAddTest AutomationAddTest CasesAddTraceability MatrixAdd
Backend Developer - Java,Westernacher Consulting,India,Remote,"501-1,000 employees",569 on LinkedIn,143 applicants,"Management Consulting 501-1,000 employees 569 on LinkedIn",Full-time · Entry level,"['Min. 4 years of experience in Java development and architecture design', 'Deep understanding of Java development:', 'Web services – REST and SOAP', 'Advanced Mongo DB operations – map-reduce, aggregation', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Architectural DesignAddHibernateAddJakarta PersistenceAddJavaAddJava DevelopmentAddMongoDBAddNoSQLAddSpring BootAddSpring SecurityAddUser StoriesAdd
IT Security Analyst Specialist ( PKI/Venafi/Digital Certificate Management,Jobs for Humanity,"Noida, Uttar Pradesh, India",On-site,11-50 employees,32 on LinkedIn,3 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Access ControlAddCertificate ManagementAddComputer ScienceAddCryptographyAddData PrivacyAddPKIAddPortalsAddSecurity ControlsAddVenafi PlatformAddVulnerabilityAdd
Team Lead- Sales,Invest Mango,"Noida, Uttar Pradesh, India",On-site,11-50 employees,10 on LinkedIn,14 applicants,Real Estate 11-50 employees 10 on LinkedIn,Full-time · Mid-Senior level,"['Manage sales teams and maintain operations in sales.', 'Motivates the sales teams to achieve their respective goals.', 'Enhance customer satisfaction for the customers of the organization.', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddCustomer SatisfactionAddMicrosoft OutlookAddSales & MarketingAddSales ManagementAddSales OperationsAddSales PresentationsAddSales ProcessesAddSales StrategyAddTeam ManagementAdd
DBA,NR Consulting,"Delhi, Delhi, India",On-site,"1,001-5,000 employees",228 on LinkedIn,14 applicants,"Information Technology & Services 1,001-5,000 employees 228 on LinkedIn",Contract · Associate,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Capacity PlanningAddData ArchitectureAddData ModelingAddDatabase DesignAddDatabasesAddHardware AnalysisAddProblem SolvingAddSQLAddStored ProceduresAddTroubleshootingAdd
Executive QC - Sampling,"DC Consultants(India,USA,Australia,GCC)","Bhiwandi, Maharashtra, India",On-site,11-50 employees,23 on LinkedIn,16 applicants,Staffing & Recruiting 11-50 employees 23 on LinkedIn,Full-time · Mid-Senior level,"['Job DescriptionVery Good Knowledge of Excel and EmailShould know to converse over the telephoneWithdrawn sample from warehouse if not available in stock.Requesting samples from suppliers.Sample tracking in outDispatch samples to customers upon Relationship Manager Instruction and inform them once done.Confirm with customer receipt of sample.Follow up with customer for sample report.Maintain sample stock and update sample stock list depending upon sample dispatched or received.Export sample documentation.Updating courier file for dispatch details.Knowledge of excel functions such as sorting, filter is mandatory.QA Documentation. Preparing CoA as per guidelinesLearning ability and multi-tasking.This job is provided by Shine.comquality, ""qa testing"", qc, sampling']",Analytical Method ValidationAddCalibrationAddCorrective and Preventive Action (CAPA)AddGood Laboratory Practice (GLP)AddHigh-Performance Liquid Chromatography (HPLC)AddMarketingAddQuality AssuranceAddQuality ControlAddQuality SystemAddSamplingAdd
Senior Associate/Principal Associate,S&A Law Offices,"Delhi, Delhi, India",On-site,201-500 employees,327 on LinkedIn,10 applicants,Law Practice 201-500 employees 327 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '']",Annual ReturnsAddCommunicationAddCustoms RegulationsAddFinancial AnalysisAddForeign Trade PolicyAddGoods and Services Tax (GST)AddLegal WritingAddLitigationAddTeam LeadershipAddTeamworkAdd
HR Manager,LanzaTech,"Gurugram, Haryana, India",On-site,201-500 employees,374 on LinkedIn,14 applicants,Chemicals 201-500 employees 374 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '']",Code of ConductAddConfidentialityAddConflict ResolutionAddEmployee RelationsAddHR ManagementAddHuman Resources (HR)AddLabor and Employment LawAddOnboardingAddSkilled Multi-taskerAddTalent ManagementAdd
Opkey - UI Developer - HTML/CSS,Opkey,"Noida, Uttar Pradesh, India",Hybrid,201-500 employees,145 on LinkedIn,35 applicants,Computer Software 201-500 employees 145 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Cascading Style Sheets (CSS)AddDebuggingAddFront-End DevelopmentAddHTMLAddHTML5AddJavaScriptAddMarkup LanguagesAddResponsive Web DesignAddWeb DevelopmentAddjQueryAdd
Junior Consultant - Operations,Whatfix,"Bengaluru, Karnataka, India",Full-time · Mid-Senior level,"501-1,000 employees","1,013 on LinkedIn",Over 200 applicants,"Computer Software 501-1,000 employees 1,013 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Accounting StandardsAddBusiness InsightsAddData GovernanceAddMarketingAddNegotiationAddNet Promoter ScoreAddOperationsAddProblem SolvingAddProcess EfficiencyAddReporting RequirementsAdd
candidates for Package Consultant,Best Infosystems Ltd.,"Pune, Maharashtra, India",On-site,51-200 employees,307 on LinkedIn,Null,Staffing & Recruiting 51-200 employees 307 on LinkedIn,Full-time · Mid-Senior level,"['Package Consultant Commis BillingThe practitioner with this skill would be required to stitch togetherend to end applications starting from front end web development, back end development , middleware integration and persistingdata in no sql or RDBMS databaseWork on design , development methodologies and architectureHands on experience with JAVA 8 and above Java 8 or higher.Should know both Spring and Hibernate. Spring 4 or above.Should know OOP concepts well. Should be proficient in exceptionhandling , collections, Abstract Classes and Interfaces,Constructors, File IO and Serialization, Collections (List, Map,Set), Access Specifies, Exceptions (Checked, Unchecked),Generics, Java Keywords (Static, Final, Volatile, Synchronized,Transient), JVM and Memory Management, Multithreading andSynchronization, JSP/ Servlets,JMS . Should be skilled in one ofthe IDEs like Eclipse , IntelliJ. Should be conversant with Buildtools like Ant , Maven.HTML 5 , CSS3, Angular JSSpring MVCSpring BootNode JS, React JSREST APIJUnitMAVENGitAny one NoSql databaseJSON , XMLJPA / HibernateAPIGEE or APIConnectWorking knowledge of unix/Solaris/AIX environmentWorking knowledge on any one - IBM Cloud | Pivotal| AWS|AzurePosting Country IndiaState / Province MAHARASHTRACity / Township/ Village PuneTravel Required Up to 10% or 1 day a weekPosition Type ProfessionalRequired Bachelor\'s DegreeEducationJava 8 , JEE, Spring Core, Spring Boot, Spring MVC, REST ,Hibernate, Angular JS , Node JS, CSS3 , HTML5, Any RDBMSdatabase (DB2, Postgre, MYSQL, Oracle etc.) and Sql knowledge ,Git , Maven, Eclipse / Intellij, Design Patterns, any one cloudplatformEligibility Requirements N/AMicroservices , React JS, Docker, Spring Cloud, GW, GroovyThis job is provided by Shine.com""payment processing"", ""invoice processing"", groovy, docker, billing, ""client relationship"", ""individual contributor"", procurement']",AngularAddCascading Style Sheets (CSS)AddHibernateAddJavaServer Pages (JSP)AddModel-View-Controller (MVC)AddServletsAddSpring BootAddSpring FrameworkAddSpring MVCAddStitch ETLAdd
